borocode,boroname,countyfips,ntacode,ntaname,shape_area,shape_leng,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AR_1,SHAPE_LEN,21_placeke,21_parent_,21_locatio,21_street_,21_city,21_region,21_date_ra,21_date__1,21_raw_vis,21_raw_v_1,21_conc_ac
4.0000000000000000000000000000000,Queens,"081",QN51,Murray Hill,52488277.0737000033259391784667968750000,33266.9048112000018591061234474182129,"11358","0",Flushing,37743.00000000,54622541.08573670,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s9c-3t9,,The Olde Towne Of Flushing Burial Ground,The Olde Towne of Flushing Burial Ground,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"512","148","The Olde Towne of Flushing Burial Ground, New York, NY, 11358"
4.0000000000000000000000000000000,Queens,"081",QN51,Murray Hill,52488277.0737000033259391784667968750000,33266.9048112000018591061234474182129,"11355","0",Flushing,82809.00000000,49383079.08394500,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s9b-73q,,Kissena Park,164 01 Booth Memorial Ave,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"2055","1088","164 01 Booth Memorial Ave, New York, NY, 11355"
4.0000000000000000000000000000000,Queens,"081",QN27,East Elmhurst,19726846.1000000014901161193847656250000,19816.7121095000002242159098386764526,"11369","0",East Elmhurst,38116.00000000,30060493.24637420,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzw-223@627-sb6-cnq,,Playground Ninety,89 02 32 Avenue,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"635","254","89 02 32 Avenue, New York, NY, 11369"
4.0000000000000000000000000000000,Queens,"081",QN27,East Elmhurst,19726846.1000000014901161193847656250000,19816.7121095000002242159098386764526,"11368","0",Corona,109069.00000000,72489663.28446300,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s7s-xh5,,Simeone Park,52 01 101 Street,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"843","322","52 01 101 Street, New York, NY, 11368"
4.0000000000000000000000000000000,Queens,"081",QN27,East Elmhurst,19726846.1000000014901161193847656250000,19816.7121095000002242159098386764526,"11371","0",Flushing,0.00000000,30558474.90783860,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wbv-rc5,,Norwegian Jewel,Manhattan Cruise Port,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"10","8","Manhattan Cruise Port, New York, NY, 11371"
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11213","0",Brooklyn,62426.00000000,29631004.43793900,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s95-vj9,,Esayi Health & Beauty,298 Broadway Ave,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"11","11","298 Broadway Ave, New York, NY, 11213"
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11212","0",Brooklyn,83866.00000000,41972104.07141980,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg7-djv,,Big Apple Stars,0 New Lots Avenue,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"63","44","0 New Lots Avenue, New York, NY, 11212"
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11207","0",Brooklyn,93556.00000000,73966260.54106100,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s85-jvz,,Donut Connection,2225 Pennsylvania Ave.,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"754","305","2225 Pennsylvania Ave., New York, NY, 11207"
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11236","0",Brooklyn,94480.00000000,96373991.62010460,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg6-t9z,,Remsen Playground,9001 9099 Glenwood Road,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"53","34","9001 9099 Glenwood Road, New York, NY, 11236"
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11233","0",Brooklyn,66737.00000000,37871693.68225430,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s8x-j5f,,Elizabeth Stroud Playground,Elizabeth Stroud Playground,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"355","229","Elizabeth Stroud Playground, New York, NY, 11233"
